id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
vSvZtuDt,True,1504310000000.0,1504310000000.0,34,resign,black,15+0,shadow1031,1412,nevaliashka,1492,e4 c5 Nf3 d6 d3 Nc6 Nc3 Nf6 Be3 g6 Qe2 Bg7 O-O-O O-O h3 e6 Bg5 Qa5 a3 Nh5 g4 Nf6 e5 dxe5 Nxe5 Nxe5 Qxe5 Nd5 Qe1 Nxc3 bxc3 Qxa3+ Kb1 Bxc3,B50,Sicilian Defense,4
zZkZmazG,True,1504170000000.0,1504170000000.0,68,mate,black,7+15,pavelsps,1996,brookeb1995,2132,c4 b5 cxb5 Bb7 Nf3 g6 Nc3 d6 e4 e5 Bc4 Nd7 d3 Nb6 Bb3 Bg7 Ng5 Nh6 a4 Nd7 O-O O-O f4 Nc5 Bd5 Bxd5 Nxd5 exf4 Bxf4 Bxb2 Ra2 Bd4+ Kh1 a6 Nf3 Bg7 h3 f5 Bg5 Qd7 Qd2 fxe4 Bxh6 exf3 g4 Bxh6 Qxh6 Qe6 Qg5 axb5 Ne7+ Kh8 Raf2 bxa4 Rxf3 Rxf3 Rxf3 a3 Re3 a2 Rxe6 a1=Q+ Kg2 Ra2+ Kg3 Qg1+ Kh4 Qf2#,A10,English Opening: Jaenisch Gambit,2
LWqX3CfW,False,1414761659809.0,1414762322008.0,30,outoftime,black,5+8,dakotar,1367,chases,1208,h4 Nc6 g4 Nf6 Bg2 Nb4 Na3 Nxc2+ Nxc2 Nxg4 f3 Nf2 Kxf2 h5 Ke1 Rh6 Nd4 a5 Nb3 Raa6 Nxa5 Rxa5 a4 Rc5 b4 Rxc1 Qxc1 Re6 Qd1 Rb6,A00,Kadas Opening,1
tJ3CkbRI,True,1490120000000.0,1490120000000.0,93,mate,white,10+0,cipriand74,1572,lacrome,1590,e4 d5 exd5 Qxd5 Nc3 Qa5 d3 c6 Bd2 Nf6 Qe2 e5 Ne4 Qc7 Nxf6+ gxf6 h3 Bf5 Nf3 Nd7 Nh4 Be6 Qh5 O-O-O Be3 f5 Bxa7 e4 dxe4 fxe4 Qe2 Be7 Qxe4 b6 Qa4 Nc5 Bxb6 Qxb6 Qa8+ Kd7 Qa3 Ke8 Nf3 Qc7 Qc3 Ne4 Qxh8+ Kd7 Qd4+ Bd5 Bc4 Kc8 Ba6+ Kb8 Qe3 Nc5 Bd3 Bxf3 Qxf3 Qd6 Rd1 Qe6+ Qe2 Rd5 Qxe6 Nxe6 Kf1 Nc5 f3 Na4 b3 Nb2 Re1 Bg5 h4 Bd2 Re2 Bc3 h5 h6 Rh4 Ra5 a4 Nxd3 cxd3 Bf6 Rf4 Bg5 Rxf7 Ra6 Re8+ Bd8 Rxd8#,B01,Scandinavian Defense: Main Line,6
pgGxkOch,True,1493240450684.0,1493241086754.0,88,draw,draw,10+0,yuliliyn,1401,thegasmask,1373,f4 c5 e4 Nc6 Nf3 f6 c3 e5 Bc4 Nge7 d3 exf4 Bxf4 f5 O-O Na5 Ne5 Nxc4 Nxc4 Ng6 Nd6+ Bxd6 Bxd6 b6 exf5 Qf6 fxg6 Qxd6 gxh7 Bb7 Qh5+ Kd8 Qg5+ Kc7 Nd2 Rxh7 Ne4 Qxh2+ Kf2 Rf8+ Ke2 Rxf1 Rxf1 Qh5+ Qxh5 Rxh5 Rf7 Bxe4 dxe4 g5 e5 g4 e6 Re5+ Kd3 Rxe6 Rg7 Rd6+ Kc2 c4 Rxg4 b5 a4 a6 axb5 axb5 Rg8 Rd3 g4 d5 Rg7+ Kd8 Rb7 Rg3 Rxb5 Rxg4 Rxd5+ Kc7 Rd4 Rxd4 cxd4 Kd6 Kc3 Kd5 b4 cxb3 Kxb3 Kxd4,B21,Sicilian Defense: McDonnell Attack,3
DYpN9YxD,True,1502040000000.0,1502040000000.0,39,resign,white,10+0,chesscarl,2336,christopho,1830,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nb3 Bxf2+ Kxf2 Qh4+ g3 Qxe4 Bh3 Nge7 Bxd7+ Bxd7 Qxd7+ Kf8 Re1 Qxc2+ Kg1 Rd8 Qxc7 Rd1 Bd2 Rxe1+ Bxe1 Qe2 Nc3 Qe3+ Bf2 Qe6 Re1 Qf6 Bc5 b6 Qc8+,C45,Scotch Game: Potter Variation,9
RC4i2hzy,True,1492100000000.0,1492100000000.0,57,resign,white,15+10,olek333,1857,pal2310,1737,d4 Nf6 e3 d5 Nf3 c5 Bb5+ Bd7 Bxd7+ Nbxd7 dxc5 Nxc5 O-O e6 b4 Ncd7 a3 Bd6 Bb2 O-O Nbd2 Qc7 Rc1 Rfc8 c4 Ne5 cxd5 Nxf3+ Qxf3 Qd8 dxe6 fxe6 Ne4 Nxe4 Qxe4 Qd7 Qg4 Rc7 Rfd1 Rac8 Rxc7 Qxc7 g3 g6 Qxe6+ Kf8 Qxd6+ Qxd6 Rxd6 Rc2 Bd4 Rc1+ Kg2 Ke7 Bc5 Ra1 Rd1+,D04,Queen's Pawn Game: Colle System,5
B8aDJBu1,True,1479586088569.0,1479590603540.0,53,resign,white,30+30,jaivl,2022,antoyo,2162,c4 d5 cxd5 Nf6 Nf3 Nxd5 d4 Nc6 e4 Nf6 d5 Nb8 Nc3 Bg4 Qa4+ Bd7 Qb3 Qc8 Bc4 Na6 Be3 g6 h3 Bg7 e5 Ng8 O-O Nh6 e6 fxe6 dxe6 Bc6 Ne5 Nc5 Qc2 O-O Nxc6 bxc6 Bxc5 Nf5 Ne4 Nd4 Qd2 Nf5 Qd7 Nd6 Nxd6 cxd6 Bxd6 exd6 e7+ Kh8 exf8=Q+,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation,6
nLz361qJ,True,1481680000000.0,1481680000000.0,52,resign,black,25+0,woodham,1224,chivitzzz,1294,e4 e5 Nf3 d6 d4 Nd7 d5 Nc5 Bb5+ Bd7 Bxd7+ Nxd7 b4 Ndf6 Bg5 h6 Bxf6 Nxf6 Qd3 a6 c4 g5 h4 gxh4 Nxh4 Ng4 f3 h5 Qf1 Ne3 Qe2 Bh6 Nf5 Nxf5 exf5 Qg5 Nd2 Qxf5 g4 hxg4 fxg4 Qf4 Ne4 Bg7 Rxh8+ Bxh8 Nf2 O-O-O Nh3 Qg3+ Nf2 Qc3+,C41,Philidor Defense: Hanham Variation,6
tii4gkTK,False,1498779796839.0,1498780537038.0,58,resign,black,5+8,lbringer,1712,jrbotafoguense,1500,d4 d5 Bf4 g6 e3 Bg7 Nf3 Nf6 Bd3 O-O c3 Re8 O-O Nc6 Nbd2 Ng4 h3 e5 hxg4 exf4 exf4 Bxg4 Re1 Qd6 Qb3 Na5 Rxe8+ Rxe8 Qb5 Nc6 Qxb7 Rb8 Qxa7 Nxa7 g3 Rxb2 Kg2 Qa3 Rb1 Bxf3+ Nxf3 Qxa2 Rxb2 Qxb2 Ne5 Bxe5 fxe5 Qxc3 Be2 Qxd4 f4 g5 f5 Qxe5 Bg4 Qd4 Kh3 c5,D00,Queen's Pawn Game: Mason Attack,3
PRsV872Z,True,1502810000000.0,1502820000000.0,60,resign,black,5+5,fischerdipper,1692,spinola01,1699,f4 d5 Nf3 c5 d4 cxd4 Qxd4 Nc6 Qc3 Nf6 a3 Ne4 Qe3 e6 Nc3 Bc5 Qd3 Nf2 Qb5 Bb6 Rg1 Ng4 Rh1 O-O h3 Nf6 e3 a6 Qd3 Bd7 Bd2 Rc8 O-O-O Na5 g4 Nc4 g5 Nh5 Ne5 Nxd2 Rxd2 Ng3 Rg1 Nf5 e4 dxe4 Qxd7 Qxd7 Nxd7 Be3 Nxf8 Rxf8 Rg2 Bxf4 Bc4 Nh4 Rg1 Bxd2+ Kxd2 Nf3+,A03,Bird Opening: Dutch Variation,2
Si9SSqsv,True,1495471474076.0,1495473436314.0,59,mate,white,15+10,vaxxx84,1827,totonut,1857,d4 d5 c4 Nf6 e3 g6 Nc3 Bg7 Nf3 b6 g3 Be6 Bg2 c5 O-O Nc6 cxd5 Nxd5 e4 Nxc3 bxc3 cxd4 e5 Rc8 cxd4 f6 Qa4 O-O Bb2 Bd5 Rad1 fxe5 dxe5 e6 Ng5 Qxg5 Rxd5 exd5 Bxd5+ Kh8 Bxc6 Qd2 Ba3 Qc3 Bxf8 Bxf8 Bd7 Rc7 e6 Qc4 Qd1 Be7 Qa1+ Kg8 a4 a5 Qe5 Kf8 Qh8#,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
ZmdFmvG1,True,1473430000000.0,1473430000000.0,63,resign,white,15+0,preto00,1445,andreschil,1172,e4 e5 Nf3 Nc6 d4 Bd6 d5 Bb4+ c3 Bc5 dxc6 bxc6 Bd3 Nf6 Nxe5 d6 Nxc6 Bg4 f3 Qd7 fxg4 Qxc6 a4 O-O Nd2 Rfe8 Bb5 Bf2+ Kf1 Qc5 Bxe8 Nxe8 Qe2 Nf6 Qxf2 Qxf2+ Kxf2 Re8 b3 Nxg4+ Kg3 Ne3 Nc4 Nc2 Rb1 Rxe4 Rb2 Ne1 Ne3 Nd3 Rb1 Rf4 Nc4 Rf2 Be3 Re2 Rbd1 Nb2 Rd2 Rxd2 Nxd2 Nd3 Bxa7,C44,Scotch Game,5
sDymtkbv,True,1501100000000.0,1501100000000.0,164,mate,black,10+0,betweentwopawns,1750,tonycitrini,1804,Nf3 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 d4 e6 Bg5 Be7 Qd2 a6 O-O-O b5 Ne5 Nbd7 Nc6 Qc7 Nxe7 Kxe7 Bxf6+ Nxf6 Kb1 Re8 Rc1 Qb6 h3 Kf8 g4 b4 Na4 Qa5 b3 Ne4 Qe3 Bd7 Nc5 Nxc5 dxc5 Bc6 Qd4 e5 Qd3 d4 f3 g6 e4 Qc7 Qd2 Reb8 Qh6+ Kg8 Bc4 a5 Bd5 a4 Qd2 axb3 Bxb3 Ra3 Rc4 Qa5 Rh2 Ba4 Bxa4 Rxa4 Qb2 b3 Rxa4 Qxa4 a3 Qc4 Qc1 Qd3+ Kb2 Qb5 c6 Rc8 c7 Qb7 Qd1 Qxc7 Qxb3 Qc1+ Ka2 Rc3 Qb8+ Kg7 Qxe5+ Kg8 Qe8+ Kg7 Qe5+ Kf8 Qb8+ Kg7 Qb2 Qe3 Rd2 h5 Re2 Qxf3 e5 Rxa3+ Qxa3 Qxe2+ Qb2 Qxe5 Kb3 Qb5+ Kc2 Qxb2+ Kxb2 Kf6 Kc2 Ke5 Kd3 hxg4 hxg4 f5 gxf5 gxf5 Ke2 Ke4 Kd2 f4 Ke2 f3+ Kf2 Kd3 Kxf3 Kc2 Ke2 d3+ Ke1 d2+ Ke2 d1=Q+ Ke3 Kc3 Ke4 Qd3+ Ke5 Kc4 Kf4 Kd4 Kg4 Ke4 Kg5 Qf3 Kg6 Ke5 Kg7 Qf5 Kg8 Ke6 Kh8 Kf6 Kg8 Kg6 Kh8 Qf8#,A09,Reti Opening,3
Skot7hoj,False,1461760000000.0,1461760000000.0,133,draw,draw,10+8,saidou1,1851,maximillian_08,2082,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 Nf6 Bg5 Be7 Nxc6 bxc6 e5 Nd5 Bxe7 Nxe7 Ne4 Qa5+ Qd2 Qxe5 Bd3 O-O O-O d5 Nc3 Nf5 Rae1 Qf6 b3 e5 Rd1 e4 Be2 Qg6 Qf4 Re8 h3 Nh6 Qg3 Re6 Qxg6 Rxg6 Kh2 Bd7 Na4 Nf5 Nc5 Be6 Nxe6 fxe6 Bg4 Nh4 g3 Nf3+ Bxf3 exf3 Rd3 Rf8 Re1 Kf7 Rc3 Ke8 Rxc6 Kd7 Ra6 Ra8 Re3 Rf6 c3 h6 g4 g6 Kg3 g5 Rxf3 Rxf3+ Kxf3 Ke7 Kg3 Kf6 Ra4 Ke5 f4+ gxf4+ Rxf4 Rc8 Rf3 Ke4 h4 e5 g5 Rg8 Kg4 hxg5 hxg5 Rxg5+ Kxg5 Kxf3 c4 dxc4 bxc4 e4 c5 e3 c6 e2 c7 e1=Q c8=Q Qe3+ Kf6 Qd4+ Ke7 Qe5+ Qe6 Qc5+ Qd6 Qg5+ Kd7 Qg7+ Kc8 Qg8+ Kb7 Qxa2 Qc6+ Ke3 Qc5+ Kd3 Qxa7 Qxa7+ Kxa7,B45,Sicilian Defense: Four Knights Variation,10
OHVh1oko,True,1500717615473.0,1500718075410.0,43,resign,white,15+15,laode_syahril,2147,erdene123,2008,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 c5 Ne2 O-O O-O Nc6 Be3 Qc7 Bf4 e5 Bg3 cxd4 cxd4 Nxd4 Qxd4 exd4 Bxc7 d3 Bxd3 Bxa1 Rxa1 Bd7 Rb1 Rac8 Rxb7 a6 Nc3 Bc6 Ra7 Ra8 Rxa6,D87,Gruenfeld Defense: Exchange Variation |  Spassky Variation,16
xByGrfZi,True,1503933424816.0,1503933576521.0,17,resign,white,5+5,fjachess,1545,yiannism,1465,Nf3 g6 e4 Bg7 d4 e5 dxe5 Ne7 Bg5 O-O Nc3 Nbc6 Bf6 b6 Nd5 Nxd5 Bxd8,A04,Zukertort Opening: Kingside Fianchetto,2
MqXMaILz,True,1503998826674.0,1503999751637.0,156,mate,black,10+0,anastasia2009,1568,fntms,2067,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bc4 Nf6 Bf4 Be7 e5 dxe5 Qxe5 O-O O-O Bd6 Qe3 Re8 Qf3 Bg4 Qg3 Bxf4 Qxf4 Re4 Qd2 Rxc4 Qxd8+ Rxd8 Nc3 Rcd4 f3 Bf5 Nb5 R4d7 Nxa7 Bxc2 Nb5 c6 Na3 Bd3 Rfd1 b5 b4 Rd4 g4 Rxb4 h4 Rbd4 g5 Nh5 Re1 Rxh4 Rad1 Rhd4 Nc2 R4d5 Nb4 Rxg5+ Kf2 Nf4 Nxd3 Nxd3+ Rxd3 Ra8 Kf1 h6 f4 Rf5 Rf3 Rxa2 Kg1 Ra4 Rg3 Raxf4 Kg2 c5 Kh3 c4 Rb1 Rc5 Rbg1 g6 Rb1 c3 Rc1 b4 Kg2 Rd4 Kf2 Rd2+ Ke3 Rh2 Kd4 Rf5 Kc4 Rf4+ Kb3 Rb2+ Ka4 c2 Rd3 Rf2 Rb3 Ra2+ Kxb4 Rd2 Rc3 Rb2+ Ka3 Rb1 R1xc2 Rxc2 Rxc2 Kg7 Rf2 f5 Rf4 Kf6 Rh4 Kg5 Rc4 h5 Rc2 h4 Rg2+ Kh5 Rf2 h3 Rh2 Kh4 Re2 g5 Rd2 f4 Ka2 Rb8 Rc2 g4 Ka1 g3 Ka2 g2 Rc1 Kg3 Ka3 h2 Ka4 g1=Q Rc3+ f3 Ra3 Qa7#,C45,Scotch Game,7
joTK35B6,False,1494074095483.0,1494075083884.0,58,mate,black,10+5,babypuppy09,1204,viktorr,1464,e4 e5 Nf3 Nc6 d4 Nf6 dxe5 Nxe4 Be3 d5 exd6 Bxd6 Bd3 O-O Bxe4 Bg4 Bxc6 bxc6 O-O Bxf3 Qxf3 Qh4 Qh3 Qe4 Rc1 Qe5 Nc3 f5 Re1 f4 Bd2 Qd4 Rad1 f3 Qe6+ Kh8 Be3 Qb4 Qb3 Qh4 h3 fxg2 Kxg2 Qh5 Qc4 Qg6+ Qg4 Qf6 Bd4 Qf7 Rd3 c5 Be3 Rae8 Bd2 Qxf2+ Kh1 Qh2#,C44,Scotch Game,5
ZqVA8zTS,True,1490150000000.0,1490150000000.0,55,resign,white,10+0,scorpion2248,1335,ethan_3f,1444,e4 d5 Qf3 Nf6 d3 Bg4 Qe3 d4 Qd2 Nc6 f3 Bd7 a3 e5 b4 a6 Be2 a5 f4 axb4 fxe5 Nxe5 Nf3 Qe7 Nxe5 Qxe5 O-O bxa3 Rxf6 Qxf6 Bxa3 Bxa3 Nxa3 Qg6 Qc1 Bh3 Bf3 O-O Nc4 Rxa1 Qxa1 h6 Ne5 Qe6 Qxd4 f6 Ng6 Re8 gxh3 Qxh3 Qd5+ Kh7 Bg2 Kxg6 Bxh3,B01,Scandinavian Defense,2
nZENv3tc,True,1504210000000.0,1504210000000.0,120,mate,black,10+0,egor_korsakov,1741,pogi73,1871,e4 e6 d4 d5 Nc3 Nf6 exd5 Nxd5 Bd2 Be7 Nf3 a6 Bc4 O-O Nxd5 exd5 Bd3 h6 O-O Bg4 h3 Bh5 c3 c6 Re1 Nd7 Re3 Bg5 Re1 Bxd2 Qxd2 Bxf3 gxf3 Qh4 Kg2 Nf6 Rg1 Nh5 Kh2 Nf4 Rg3 Nxd3 Qxd3 Rae8 Rg4 Qxf2+ Kh1 Re3 Qf5 Rxf3 Qh5 Rf6 Rag1 Qf3+ Kh2 Rg6 Rxg6 Qxh5 Rxg7+ Kh8 R1g4 Qf5 Kg3 Re8 Kh4 Qf6+ Kh5 Qxg7 Rxg7 Kxg7 Kg4 Re4+ Kf5 Re2 b4 Rxa2 Kf4 Ra3 Ke5 Rxc3 Kd6 Rc4 Kc7 Rxb4 Kb8 a5 Ka7 a4 Kb8 a3 Kc7 a2 Kb8 Rxd4 Kc7 Rd3 Kb8 Rxh3 Kc7 a1=R Kb6 d4 Kc7 d3 Kb6 d2 Kc7 c5 Kb6 c4 Kb5 c3 Kb6 c2 Kb5 b6 Kb4 c1=R Kb5 Rb3#,C11,French Defense: Classical Variation |  Delayed Exchange Variation,7
EN6icCh9,True,1503280000000.0,1503280000000.0,54,resign,white,15+15,juandavidcol,1145,mimirilinguis,1040,e4 d5 d3 d4 Nf3 Nc6 c3 e5 cxd4 exd4 Qa4 a6 Bf4 b5 Qb3 Be6 Qc2 f6 Qxc6+ Ke7 Bxc7 Qc8 Qd6+ Kf7 Qb6 Bb4+ Nfd2 Bxd2+ Nxd2 Ne7 Rc1 Nd5 exd5 Bxd5 Be2 Bxa2 O-O Bd5 Ne4 Bxe4 dxe4 Qd7 Rcd1 Rac8 Rc1 g5 Bh5+ Kg7 f4 g4 f5 h6 Bxg4 Rhd8,B01,Scandinavian Defense,2
cV3fRSHY,False,1503071247119.0,1503071665661.0,51,resign,white,10+0,ophthalmophobia,1500,gtkc7773,1651,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 d6 c3 Bg4 O-O Be7 Nbd2 O-O Re1 a6 Ba4 Re8 Nf1 b5 Bb3 a5 Ng3 Nh5 Bd5 Qd7 Qb3 Nxg3 Bxf7+ Kf8 Bxe8 Rxe8 hxg3 Bxf3 gxf3 b4 Bd2 Qh3 Qd5 Nd8 f4 exf4 Bxf4 g5 Bxg5 Bxg5 Qxg5 Ne6 Qf5+ Ke7 Qxh3,C65,Ruy Lopez: Berlin Defense #2,6
ZG8j22te,True,1471260000000.0,1471260000000.0,39,mate,white,10+0,pink-flower,1971,shakthipradeesh,1317,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 e6 Nf3 Bb4 Bd2 Bxc3 Bxc3 Nc6 d5 exd5 Bxg7 f6 Bxh8 Kf7 Qd3 Nge7 Qxh7+ Ke6 Bg7 Qg8 Qh6 Nf5 Qxf6+ Kd7 Qxf5+ Kd8 Qf6+ Ne7 O-O-O Ke8 Re1 Bg4 Qxe7#,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
rcGZUz6E,True,1436060000000.0,1436060000000.0,76,outoftime,black,5+5,stonkfish,1551,nederlander2,1479,d4 d5 Nf3 Nc6 c4 e5 dxe5 d4 e3 Bb4+ Bd2 dxe3 fxe3 Bxd2+ Qxd2 Qxd2+ Nbxd2 Nge7 Bd3 Bf5 Bxf5 Nxf5 O-O Nxe3 Rf2 Ng4 Re2 O-O h3 Nh6 g4 f6 e6 Rfe8 Rae1 Nd8 Nd4 c5 Nf5 Nxf5 gxf5 g6 fxg6 hxg6 Nf3 Nc6 Kf2 Nd4 Nxd4 cxd4 Rd2 Rad8 Re4 d3 c5 b6 cxb6 axb6 h4 f5 Re5 Kg7 e7 Rd7 Ke3 Kf6 Kf4 Rexe7 Rxe7 Rxe7 Rxd3 Re4+ Kg3 Rg4+ Kh3 g5,D06,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit,6
9bsFtjkb,True,1455110000000.0,1455120000000.0,82,resign,black,30+9,zeljko54,1903,saitama_opm,1744,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O Nf3 Nc6 cxd5 exd5 Bd3 h6 Bh4 Nb4 O-O Nxd3 Qxd3 c6 Bg3 Nh5 Rae1 Nxg3 fxg3 Be6 Kh1 Qb6 b3 Rad8 Rc1 Bd6 Na4 Qc7 Nc5 Bc8 Qd2 Rfe8 Nd3 Qe7 Rfe1 Ba3 Rc2 Bf5 Nh4 Be4 Nf3 Bf5 Nh4 Bh7 Re2 Rd6 Nf3 Re6 Nf4 Bb4 Qc1 Bxc2 Nxe6 Bd3 Rf2 Qxe6 Ne5 Bg6 Qf1 Bd6 Nxg6 Qxg6 Rf3 Bb4 h3 h5 Qf2 Qb1+ Kh2 Bd6 Rxf7 Bxg3+ Kxg3 Qg6+,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11
W2OyM88q,True,1482780000000.0,1482780000000.0,12,resign,black,10+0,nanang8231,1807,piley159,1274,g4 d5 Bg2 Bxg4 b3 e6 Bb2 Nc6 Nh3 a6 f3 Bxh3,A00,Grob Opening: Grob Gambit,3
sblvdbCk,False,1409042899915.0,1409043413743.0,76,resign,black,5+8,dakotarain,1195,flashharry,1247,e4 Nf6 e5 Nd5 c4 Nf4 g3 Ne6 f4 d6 d4 c5 d5 Nd4 Be3 Ne6 f5 Nd4 Bxd4 cxd4 Qxd4 Bxf5 Nc3 Be6 dxe6 fxe6 exd6 exd6 O-O-O e5 Qd5 Qg5+ Rd2 Nc6 Qe6+ Be7 Ne4 Qg6 h4 Qxe6 h5 O-O g4 Rxf1+ Rd1 Rxd1+ Kxd1 Qxg4+ Kd2 Qxe4 Rh3 Bg5+ Kc3 Qe1+ Kb3 Qxg1 Rc3 Qb6+ Kc2 Nd4+ Kd3 Qxb2 c5 dxc5 Rxc5 Qa3+ Kc4 Qxa2+ Kd3 Rd8 Rxe5 Nf3+ Ke4 Nxe5 Kxe5 Bh6,B02,Alekhine Defense: The Squirrel,6
SCeZnNQa,True,1472640000000.0,1472640000000.0,33,resign,white,15+10,fantasticthinking,2063,sergeypolozhiev,2065,e4 d5 exd5 Qxd5 Nf3 Nf6 Be2 Bf5 d4 e6 c4 Qd8 Nc3 Nbd7 O-O c6 d5 Nb6 dxc6 Qxd1 Rxd1 bxc6 Ne5 Rc8 Bf3 Bb4 Bxc6+ Rxc6 Nxc6 Be7 b3 a6 Ba3,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
vx1NK242,True,1504250000000.0,1504250000000.0,26,resign,white,10+0,poocasso,1458,mick0h,1363,c4 f5 d4 Nf6 Nc3 d6 Nf3 e6 Qc2 Be7 e3 O-O Bd3 b6 O-O Bb7 Ng5 Qe8 Nxe6 Rf7 Nxc7 Nc6 Nxa8 Qxa8 Bxf5 Ng4,A85,Dutch Defense: Queen's Knight Variation,5
dYBtB80G,False,1474977911472.0,1474979981613.0,46,draw,draw,10+30,hamedbriki,1970,jeetendra1986,1208,e4 Nc6 d4 e6 Bb5 Nb8 Nf3 c6 Bc4 d5 exd5 exd5 Bd3 Bg4 O-O Bxf3 Qxf3 Nf6 Qg3 Be7 Qxg7 Rg8 Qh6 Qc7 Re1 Nbd7 Bxh7 Rh8 Bf4 Qa5 Bd2 Qb5 Bd3 Rxh6 Bxb5 Rh8 Bd3 Kd8 Bg5 Bd6 g3 Kc7 Bxf6 Nxf6 Nd2 Rae8,B00,King's Pawn Game: Nimzowitsch Defense,3
3HcbGoZ7,True,1504112543527.0,1504113139365.0,78,resign,black,10+0,vkmansftw,1308,wiggleitjiggleit,1441,e4 Nf6 Nc3 e5 Bc4 c6 Nf3 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nbxd7 O-O Bc5 Re1 O-O Nxe5 Nxe5 Rxe5 d4 Rxc5 dxc3 Rxc3 Rc8 Rxc8 Qxc8 d3 Qc7 Qf3 Re8 Bf4 Qxc2 Qxb7 Qe2 h3 Nh5 Bd6 Qxd3 Rc1 h6 Rc7 Re1+ Kh2 Qxd6+ g3 Re2 Rxf7 Rxf2+ Rxf2 Qxg3+ Kh1 Qxf2 Qb8+ Kh7 Qe5 Ng3+ Qxg3 Qxg3 h4 Qxh4+ Kg2 Qc4 b3 Qc2+ Kf3 Qxa2 Kf4 Qxb3 Ke5 a5 Kd6 a4 Kd7 a3 Kd8 Qg8+,C26,Vienna Game: Stanley Variation,5
d2LSj4j4,False,1500690000000.0,1500690000000.0,35,resign,white,10+0,anzourbakez,1619,aidenleahycrooks,1625,e4 d5 e5 e6 d4 Bb4+ c3 Ba5 Nd2 c6 a3 Nh6 b4 Bc7 Nb3 Nf5 Bd3 Ne7 Nc5 b6 Nb3 O-O Nf3 Nd7 O-O Re8 Ng5 g6 Qf3 Nf5 Bxf5 exf5 Qh3 Qxg5 Bxg5,C02,French Defense: Advance Variation #3,5
CHHmWHSw,True,1495072417008.0,1495073152589.0,72,resign,black,10+5,peterqiu,1765,gianuzio,1774,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 Nf6 Be3 g6 f3 Bg7 Qd2 O-O Bc4 Ne5 Bb3 Bd7 h4 a6 h5 Nxh5 Bh6 e6 g4 Nf6 Bxg7 Kxg7 Qh6+ Kg8 f4 Nexg4 Qh3 e5 Nf3 Nf2 Kxf2 Bxh3 Rxh3 exf4 Rah1 Qb6+ Ke1 Qe3+ Kd1 h5 Ng5 Qd4+ Kc1 Ng4 Ne6 Qf2 Nxf8 Rxf8 Nd5 Qd4 Nxf4 Nf2 Ne2 Qxe4 Nc3 Qf4+ Kb1 Nxh3 Nd5 Qf3 Rg1 Nxg1 Ne7+ Kg7,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,17
yJA7BcWS,False,1502626936493.0,1502627256113.0,52,resign,black,15+0,ogeldi,1780,singyoursong42,2015,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bd3 Bd6 Bg5 O-O h3 h6 Bh4 Re8+ Be2 Qe7 Bxf6 Qxf6 O-O Bf5 Nc3 c6 Re1 Nd7 Nb1 Re7 Bf1 Rxe1 Qxe1 Bxc2 Nbd2 Qf5 Rc1 Nf6 Be2 Re8 Qf1 Ba4 b3 Bb5 Bxb5 cxb5 Qxb5 Ne4 Nxe4 Qxe4 Re1 Qxe1+ Nxe1 Rxe1+,C00,French Defense: Knight Variation,3
LuRYk220,True,1503762317571.0,1503762957583.0,89,resign,white,10+0,curry117,1576,columbo7,1573,e4 d5 exd5 Nf6 Nf3 Bg4 Be2 Qxd5 Nc3 Qd8 d4 e6 O-O Bd6 h3 Bxf3 Bxf3 Nc6 Bg5 Qe7 Re1 O-O-O d5 exd5 Rxe7 Nxe7 Bxf6 gxf6 Nxd5 Nxd5 Qxd5 Bh2+ Kxh2 Rxd5 Bxd5 Rd8 Bxf7 Rd2 Rc1 Rxf2 c4 Rxb2 a4 Ra2 Be6+ Kd8 Rd1+ Ke7 Bf5 Rxa4 Rd7+ Kf8 Rxc7 Rb4 Bxh7 Ke8 Be4 Kd8 Rxb7 Rxc4 Bf5 a5 Be6 Re4 Rb6 a4 Ra6 Ke7 Bf5 Rf4 g4 Rc4 Kg3 Rc3+ Kh4 Rc4 Kh5 Rc3 h4 Rc4 Kg6 Rf4 Re6+ Kf8 Kxf6 a3 Ra6 Rb4 Ra8+,B01,Scandinavian Defense: Modern Variation #2,4
